충전소주소,충전기타입,충전기ID,충전기명칭,충전기 상태 코드,충전방식,충전소ID,충전소 명칭,위도,경도,충전기 상태 갱신 시각
경기도 화성시 마도면 마도북로 403 지사 후면 주차장(주차장진입시 정면에 위치),급속,1721,급속02,충전가능,DC차데모+DC콤보+AC3상,304,화성지사,37.206232,126.771805,2024-05-27 16:11:37
제주특별자치도 서귀포시 성산읍 난산리 1108 회관동측 주차장,완속,1230,완속01,충전가능,BC타입(5핀),382,난산리 다목적회관,33.401291,126.870952,2024-05-27 16:15:48
강원도 강릉시 운정동 484 녹색도시체험센터 지상주차장,급속,6669,급속01,충전가능,DC차데모+DC콤보+AC3상,2433,녹색도시체험센터,37.788754,128.906722,2024-05-27 16:13:37
강원도 강릉시 운정동 484 녹색도시체험센터 지상주차장,급속,6671,급속03,충전가능,DC차데모+DC콤보+AC3상,2433,녹색도시체험센터,37.788754,128.906722,2024-05-27 16:14:24
강원도 강릉시 교동 1874-3 주민센터 지상주차장,급속,6672,급속01,충전가능,DC차데모+DC콤보+AC3상,2434,교1동주민센터,37.7655483265585,128.874524923208,2024-05-27 16:14:45
강원도 강릉시 초당동 390 허균허난설헌기념공원 지상주차장,급속,6673,급속01,고장/점검,DC차데모+DC콤보+AC3상,2435,허균허난설헌기념공원,37.791144492211,128.910028385516,2024-05-27 16:12:59
강원도 강릉시 홍제동 157 지상 공영주차장,급속,6674,급속01,충전가능,DC차데모+DC콤보+AC3상,2436,홍제동 공영주차장,37.75345,128.882694,2024-05-27 16:17:40
강원도 강릉시 교동 723-5 교2동주민센터 지상주차장,급속,6677,급속01,충전가능,DC차데모+DC콤보+AC3상,2439,교2동주민센터,37.7679419123392,128.892383373727,2024-05-27 16:14:06
강원도 평창군 용평면 장평리 374-2 해피700평창시네마 지상주차장,급속,6678,급속01,고장/점검,DC차데모+DC콤보+AC3상,2440,HAPPY700 평창시네마,37.589094,128.41683,2024-01-12 07:57:38
강원도 평창군 대관령면 용산리 425 홀리데이인스위트 지상주차장,급속,6681,급속02,충전가능,DC차데모+DC콤보+AC3상,2442,알펜시아리조트,37.65831,128.671943,2024-05-27 16:14:39
경기도 용인시 처인구 마평동 703 지상주차장,급속,6690,급속02,고장/점검,DC차데모+DC콤보+AC3상,2450,용인실내체육관,37.2378869577916,127.213305073636,2024-05-17 09:57:45
경기도 용인시 처인구 원삼면 고당리 88-1 지상주차장,급속,6693,급속01,충전가능,DC차데모+DC콤보+AC3상,2453,원삼면사무소,37.16642523895,127.31310153276,2024-05-27 16:15:09
경기도 용인시 기흥구 구갈동 355 B1F,급속,6699,급속01,충전가능,DC차데모+DC콤보+AC3상,2459,기흥구청,37.2802117495474,127.114712479526,2024-05-27 16:14:59
경상남도 고성군 거류면 신용리 888 지상주차장,급속,6717,급속01,충전가능,DC차데모+DC콤보+AC3상,2473,거류체육공원 주차장,34.983127,128.405541,2024-05-27 16:16:34
경상남도 창녕군 창녕읍 말흘리 35 화장실앞 지상주차장,급속,6720,급속01,충전가능,DC차데모+DC콤보+AC3상,2476,자하곡매표소 주차장,35.540175,128.507549,2024-05-27 16:14:53
경상남도 창녕군 유어면 세진리 423 우포늪복원센터 옆,급속,6721,급속01,충전가능,DC차데모+DC콤보+AC3상,2477,창녕군 우포늪관리사무소 주차장,35.54259478571899,128.4166838127862,2024-05-27 16:13:11
충청남도 당진시 천변2길 123 지사 운영실앞 주차장(상시개방),급속,81,급속01,충전중,DC차데모+DC콤보+AC3상,45,당진지사,36.887062,126.6400336,2024-05-27 16:17:03
대전광역시 서구 만년동 396 지상주차장,급속,6178,급속05,충전가능,DC차데모+DC콤보+AC3상,2260,대전시립연정국악원 주차장,36.366711,127.389686,2024-05-27 16:15:22
제주특별자치도 서귀포시 동홍동278 주차장 화장실 동측,완속,1236,완속01,고장/점검,BC타입(5핀),385,정방폭포,33.245004,126.573164,2024-05-27 16:14:30
경상북도 영덕군 영덕읍 우곡리 286 사옥내 주차장,급속,1370,급속01,충전가능,DC차데모+DC콤보+AC3상,277,영덕지사,36.41145,129.375104,2024-05-27 16:15:33
서울특별시 광진구 구의동 546-4 지하4층 주차장,급속,832,급속01,충전중,DC차데모+DC콤보+AC3상,289,강변테크노마트 주차장,37.5356997096675,127.095764767821,2024-05-27 16:15:00
대구광역시 수성구 삼덕동 360-4 지상주차장,급속,677,급속01,충전가능,DC차데모+DC콤보+AC3상,233,대구미술관 외환들 주차장,35.828988,128.674062,2024-05-27 16:14:30
제주특별자치도 서귀포시 감산리 345 주차장 오른쪽(도로쪽),급속,1481,급속01,충전가능,DC차데모+DC콤보+AC3상,433,안덕계곡 주차장,33.257836,126.353287,2024-05-27 16:12:23
제주특별자치도 서귀포시 성산읍 수산리 703-1 회관 주차장 서측,완속,1234,완속02,충전가능,BC타입(5핀),384,수산1리 복지회관,33.446088,126.883146,2024-05-27 16:13:03
서울특별시 마포구 성산동 531 경기장 서편 주차장,급속,610,급속06,통신장애,DC차데모+DC콤보+AC3상,194,상암월드컵경기장,37.56838316139128,126.89494282897327,2024-05-21 02:01:19
제주특별자치도 제주시 오라일동 1165 운동장 주차장,급속,632,급속05,충전가능,DC차데모+DC콤보+AC3상,199,종합경기장,33.49806926847148,126.51469218765686,2024-05-27 16:14:53
충청북도 진천군 진천읍 읍내리 444 진천지사 하부 주차장 진입로 우측,급속,1322,급속02,충전가능,DC차데모+DC콤보+AC3상,155,진천지사,36.853979,127.435513,2024-05-27 16:16:03
대전광역시 서구 둔산서로 100 구청 동편 옥외 주차장,급속,1499,급속01,통신장애,DC차데모+DC콤보+AC3상,448,대전 서구청 부설주차장,36.354978,127.384369,2024-05-21 18:00:00
대전광역시 서구 만년동 396 지상주차장,급속,6174,급속01,충전가능,DC차데모+DC콤보+AC3상,2260,대전시립연정국악원 주차장,36.366711,127.389686,2024-05-27 16:15:00
충청남도 서천군 장항읍 창선2리 236-1 정문 출입구 지상주차장 좌측,완속,929,완속03,충전가능,BC타입(5핀),48,서천지사(공용),36.013488,126.697541,2022-02-15 13:38:59
충청북도 청주시 서원구 성화동 829 직할 사옥 1층 고객주차장 앞,완속,406,완속03,충전가능,BC타입(5핀),54,충북직할(공용),36.6152481385391,127.450533341185,2024-05-27 16:15:37
"대전광역시 동구 용전동 9-7 본부 정문기준 좌,우측 주차장 각 1기",완속,398,완속03,충전가능,BC타입(5핀),46,대전충남직할(공용),36.358205,127.435381,2023-07-11 08:57:59
제주특별자치도 제주시 삼양일동 1660-5 관리사무실 주변,급속,709,급속02,통신장애,DC차데모+DC콤보+AC3상,257,제주 삼양 유적지,33.523015,126.588182,2024-05-26 02:11:05
제주특별자치도 제주시 아라1동 4-17 입구 주차장(기종 충전기 주변),급속,710,급속01,충전가능,DC차데모+DC콤보+AC3상,258,제주의료원,33.445522,126.560081,2024-05-27 16:16:11
제주특별자치도 제주시 일주동로 17 주차장 입구 왼쪽,급속,1433,급속02,충전가능,DC차데모+DC콤보+AC3상,404,국립제주박물관,33.514248,126.54897,2024-05-27 16:17:12
제주특별자치도 제주시 한경면 저지리 3135-1 주차장 들어가기전 오른쪽,급속,1450,급속01,충전가능,DC차데모+DC콤보+AC3상,415,유리의성,33.313727315863595,126.27232344835204,2024-05-27 16:13:53
제주특별자치도 제주시 1100로 2070-61 주차장 입구 오른쪽,급속,1458,급속01,충전가능,DC차데모+DC콤보+AC3상,421,한라산국립공원 어리목탐방안내소,33.392437,126.494598,2024-05-27 16:13:19
제주특별자치도 서귀포시 서호남로 11 주차장 왼편 제일 안쪽(도로쪽),급속,1475,급속01,충전가능,DC차데모+DC콤보+AC3상,430,서귀포해양경찰서,33.251271,126.513811,2024-05-27 16:17:06
전라남도 나주시 빛가람동 202 입구 바로 앞 주차장,급속,1206,급속01,충전가능,DC차데모+DC콤보+AC3상,362,빛가람 주민센터,35.02163624508828,126.79068189697847,2024-05-27 16:16:12
울산광역시 울주군 삼남읍 교동리 1605-1 보건소 맞은편 아리솔공원 앞쪽 주차면,급속,1226,급속01,충전중,DC차데모+DC콤보+AC3상,379,울주군보건소,35.5583121615514,129.11388242258,2024-05-27 16:15:00
인천광역시 연수구 청학동 448-2 입차시 지상주차장 좌측,급속,1255,급속02,충전가능,DC차데모+DC콤보+AC3상,38,남인천지사,37.425124,126.668388,2024-05-27 16:15:00
대구광역시 북구 유통단지로 45 뒷편 지상주차장,급속,1425,급속02,충전가능,DC차데모+DC콤보+AC3상,401,대구유통단지 전자관,35.908173,128.60655,2024-05-27 16:11:22
제주특별자치도 서귀포시 중산간서로 95 주차장 입구 오른쪽,급속,1469,급속03,통신장애,DC차데모+DC콤보+AC3상,426,강창학경기장,33.259867,126.50178,2024-05-27 12:45:19
광주광역시 남구 양림동 202-27 (실외완전노출)진입후 우측,급속,694,급속01,충전중,DC차데모+DC콤보+AC3상,247,양림마을주차장,35.141811,126.915153,2024-05-27 16:15:00
제주특별자치도 제주시 문연로 36 본관건물 왼쪽,급속,513,급속01,충전가능,DC차데모+DC콤보+AC3상,137,제주직할,33.48929,126.501216,2024-05-27 16:17:37
경상남도 창원시 성산구 사파정동 318 안내실옆 지상주차장,급속,237,급속01[VP],충전중,DC차데모+DC콤보+AC3상,84,창원축구센터,35.221691,128.70533,2024-05-27 16:15:00
제주특별자치도 서귀포시 표선면 가시리 3149-33 도로건너 주차장 오른쪽,급속,1466,급속01,충전가능,DC차데모+DC콤보+AC3상,425,가시리 조랑말체험공원,33.383955,126.735769,2024-05-27 16:13:56
제주특별자치도 제주시 용담2동 1950-5 주차장,급속,6123,급속06,충전가능,DC차데모+DC콤보+AC3상,2229,제주공항,33.5047571414185,126.493375539139,2024-05-27 16:15:00
서울특별시 금천구 시흥동 1020 금천구청 지상주차장 입구,급속,655,급속01,충전중,DC차데모+DC콤보+AC3상,220,금천구청 지상 주차장,37.45724974653329,126.8959546522381,2024-05-27 16:15:00
강원도 춘천시 근화동 785-10 파출소옆주차장,급속,5928,급속01,충전가능,DC차데모+DC콤보+AC3상,2082,공지천 공영주차장,37.874379,127.713098,2024-05-27 16:12:22
강원도 춘천시 송암동 700-3 지상주차장,급속,5936,급속01,충전가능,DC차데모+DC콤보+AC3상,2088,의암빙상장,37.854525,127.68773,2024-05-27 16:13:42
강원도 동해시 천곡동 831 지상3층 주차장,급속,5964,급속01,충전가능,DC차데모+DC콤보+AC3상,2113,이마트 동해점,37.524239,129.117692,2024-05-27 16:16:33
대구광역시 중구 대봉동 214 야외주차장,급속,6071,급속01,충전가능,DC차데모+DC콤보+AC3상,2189,대백프라자,35.857038907334314,128.60623474101416,2024-05-27 16:13:30
제주특별자치도 제주시 용담2동 1950-5 주차장,완속,6128,완속02,충전가능,BC타입(5핀),2229,제주공항,33.5047571414185,126.493375539139,2024-05-27 16:14:38
제주특별자치도 제주시 용담2동 1950-5 주차장,완속,6132,완속06,충전가능,BC타입(5핀),2229,제주공항,33.5047571414185,126.493375539139,2024-05-27 16:16:45
전라북도 전주시 덕진구 인후동2가 1559-87 본관 뒤 주차장,급속,300,급속01,고장/점검,DC차데모+DC콤보+AC3상,132,전북직할(공용),35.846558,127.149286,2024-05-27 16:11:55
경기도 용인시 처인구 김량장동 87-15 지상 주차장 좌측(후문앞),급속,367,급속01,충전가능,DC차데모+DC콤보+AC3상,29,동용인지사(공용),37.2346571058971,127.205697161344,2024-05-27 16:15:00
부산광역시 해운대구 우동 1388-8 1층 주차장 끝쪽,급속,442,급속01,충전가능,DC콤보,65,남부산지사,35.160417,129.14468,2024-05-27 16:16:09
광주광역시 광산구 비아동 105 (실외)직진후 앞 주차장,급속,696,급속01,충전가능,DC차데모+DC콤보+AC3상,249,비아동 주민센터,35.2220326454788,126.824355396843,2024-05-27 16:15:00
서울특별시 은평구 녹번동 153-1 지하1층 주차장,급속,825,급속01,충전가능,DC차데모+DC콤보+AC3상,215,은평평화공원 공영주차장,37.604979,126.923072,2024-05-27 16:14:46
"대전광역시 동구 용전동 9-7 본부 정문기준 좌,우측 주차장 각 1기",완속,1331,완속05,충전가능,BC타입(5핀),46,대전충남직할(공용),36.358205,127.435381,2023-07-11 08:55:59
전라남도 해남군 해남읍 해리 162 (실외완전노출)정문 및 후문 주차장,완속,997,완속06,충전가능,BC타입(5핀),128,해남지사(공용),34.5718747760626,126.609329829919,2024-05-27 16:16:59
전라남도 해남군 해남읍 해리 162 (실외완전노출)정문 및 후문 주차장,완속,998,완속07,충전가능,BC타입(5핀),128,해남지사(공용),34.5718747760626,126.609329829919,2024-05-27 16:16:59
부산광역시 기장군 기장읍 청강리 154-6 기장지사 사옥 내 주차장(2층),급속,1372,급속01,통신장애,DC차데모+DC콤보+AC3상,278,기장지사,35.234832,129.219646,2024-05-27 06:27:06
경상남도 창원시 성산구 삼정자로 11 장례식장 앞 주차장,완속,703,완속01,충전가능,BC타입(5핀),254,창원경상대학교병원,35.199234,128.708128,2024-05-27 16:15:16
경상남도 창원시 의창구 대산면 가술리 1 정문앞,완속,705,완속01,충전가능,BC타입(5핀),255,대산농협,35.3443835569084,128.710105074593,2024-05-27 16:13:13
경상남도 창원시 마산회원구 양덕동 410-47 건물정면 왼쪽 지상주차장,급속,626,급속01,충전가능,DC차데모+DC콤보+AC3상,198,마산수출자유지역(표준3공장),35.220946,128.592623,2024-05-27 16:17:23
경상남도 산청군 산청읍 웅석봉로 45 건물뒤 지상주차장,급속,1430,급속01,충전가능,DC차데모+DC콤보+AC3상,164,산청지사,35.413117,127.874859,2024-05-27 16:16:02
서울특별시 영등포구 경인로 878 정문 출입문 앞 주차장,급속,848,급속01,충전가능,DC차데모+DC콤보+AC3상,296,영등포전력지사,37.517367,126.910236,2024-05-27 16:15:00
경상남도 양산시 신기동 127 주차장 진입후 우측 면,급속,1108,급속02,충전가능,DC차데모+DC콤보+AC3상,162,양산지사,35.35350484189624,129.04736457267356,2024-05-27 16:17:18
울산광역시 남구 옥동 364 주차장 입구 진입 후 A6구역,급속,1214,급속02,충전가능,DC차데모+DC콤보+AC3상,368,울산대공원 남문주차장,35.5266591523564,129.2856489072904,2024-05-27 16:15:00
울산광역시 동구 전하동 449-10 주차장 진입후 좌측 주차면,급속,1225,급속01,충전가능,DC차데모+DC콤보+AC3상,378,전하시장 공영주차장,35.51368,129.43089,2024-05-27 16:15:39
서울특별시 강서구 방화동 886 국제선 1층 버스정류장 도로변 끝,급속,1240,급속02,충전중,DC차데모+DC콤보+AC3상,393,한국공항공사 서울,37.564285,126.800266,2024-05-27 16:15:00
경기도 구리시 인창동 527-37 1층주차장(정문에서 좌측),급속,1371,급속01,충전가능,DC차데모+DC콤보+AC3상,389,인창문화센터,37.6065366766855,127.133093912903,2024-05-27 16:13:40
제주특별자치도 서귀포시 도순로 44 주차장 입구 왼쪽,급속,1473,급속01,충전가능,DC차데모+DC콤보+AC3상,428,대천동주민센터,33.251056,126.477564,2024-05-27 16:13:06
제주특별자치도 서귀포시 서호남로 11 주차장 왼편 제일 안쪽(도로쪽),급속,1476,급속02,충전가능,DC차데모+DC콤보+AC3상,430,서귀포해양경찰서,33.251271,126.513811,2024-05-27 16:16:55
경상남도 창원시 성산구 삼정자로 11 장례식장 앞 주차장,급속,702,급속01,충전가능,DC차데모+DC콤보+AC3상,254,창원경상대학교병원,35.199234,128.708128,2024-05-27 16:14:27
경상남도 김해시 내동 1131 후문주차장 진입시 빙상장 앞,급속,1208,급속01,충전가능,DC차데모+DC콤보+AC3상,364,문화의 전당,35.24382779998043,128.86940547062477,2024-05-27 16:12:51
